AILI(sub, obj, type, content, context, time)
SpeechProposal(991, 999, Proposal, Will you come to the prom with me!, class1, 466)
ThoughtConflict(999, 991, Conflict, Should I go to the Prom with 991? I really want to go with 1015, class1, 466)
SpeechRejection(999, 991, Rejection, I'm Sorry 991 I don't want to go to the Prom with you., class1, 466)
SpeechProposal(999, 991, Proposal, Will you come to the prom with me!, class1, 466)
ThoughtConflict(991, 999, Conflict, Should I go to the Prom with 999? I really want to go with 995, class1, 466)
SpeechRejection(991, 999, Rejection, I'm Sorry 999 I don't want to go to the Prom with you., class1, 466)
SpeechPositive(1021, 1013, Positive, Having a great time!, class1, 466)
SpeechNegative(1007, 1019, Negative, Not so fun... , class1, 471)
SpeechPositive(995, 1001, Positive, Having a great time!, class1, 475)
SpeechPositive(991, 999, Positive, Having a great time!, class1, 477)
SpeechPositive(1023, 997, Positive, Having a great time!, class1, 478)
SpeechPositive(1001, 993, Positive, Having a great time!, class1, 481)
SpeechPositive(991, 999, Positive, Having a great time!, class1, 483)
SpeechPositive(993, 1001, Positive, Having a great time!, class1, 484)
SpeechNegative(993, 1021, Negative, Not so fun... , class1, 484)
SpeechPositive(1013, 1001, Positive, Having a great time!, class1, 484)
SpeechPositive(1013, 1021, Positive, Having a great time!, class1, 486)
SpeechPositive(987, 1019, Positive, Having a great time!, class1, 493)
SpeechPositive(1005, 1011, Positive, Having a great time!, class2, 500)
SpeechNegative(1007, 1009, Negative, Not so fun... , class2, 500)
SpeechGreet(989, 1005, Positive, Nice to meet you!, class2, 528)
SpeechNegative(989, 1005, Negative, Not so fun... , class2, 528)
SpeechPositive(1015, 1005, Positive, Having a great time!, class2, 539)
SpeechGreet(1007, 997, Positive, Nice to meet you!, class2, 547)
SpeechPositive(1007, 997, Positive, Having a great time!, class2, 547)
SpeechGreet(1003, 1017, Positive, Nice to meet you!, class2, 571)
SpeechNegative(1003, 1017, Negative, Not so fun... , class2, 571)
SpeechGreet(993, 991, Positive, Nice to meet you!, class2, 572)
SpeechNegative(993, 991, Negative, Not so fun... , class2, 572)
SpeechPositive(1019, 1005, Positive, Having a great time!, class2, 575)
SpeechNegative(993, 1021, Negative, Not so fun... , class2, 576)
SpeechGreet(1015, 989, Positive, Nice to meet you!, class2, 579)
SpeechPositive(1015, 989, Positive, Having a great time!, class2, 579)
SpeechGreet(1019, 1015, Positive, Nice to meet you!, class2, 582)
SpeechPositive(1019, 1015, Positive, Having a great time!, class2, 582)
SpeechPositive(1005, 1019, Positive, Having a great time!, class2, 596)
SpeechPositive(1009, 1005, Positive, Having a great time!, class2, 596)
SpeechGreet(995, 1009, Positive, Nice to meet you!, class2, 601)
SpeechPositive(995, 1009, Positive, Having a great time!, class2, 601)
SpeechGreet(1021, 1005, Positive, Nice to meet you!, class2, 601)
SpeechNegative(1021, 1005, Negative, Not so fun... , class2, 601)
SpeechNegative(1011, 1021, Negative, Not so fun... , class2, 604)
SpeechPositive(1009, 1015, Positive, Having a great time!, class2, 605)
SpeechGreet(1021, 991, Positive, Nice to meet you!, class2, 606)
SpeechPositive(1021, 991, Positive, Having a great time!, class2, 606)
SpeechPositive(1003, 1017, Positive, Having a great time!, class2, 607)
SpeechPositive(1007, 997, Positive, Having a great time!, class2, 611)
SpeechPositive(1011, 1005, Positive, Having a great time!, class2, 612)
SpeechGreet(1019, 989, Positive, Nice to meet you!, class2, 612)
SpeechPositive(1019, 989, Positive, Having a great time!, class2, 612)
SpeechGreet(1001, 987, Positive, Nice to meet you!, class2, 616)
SpeechPositive(1001, 987, Positive, Having a great time!, class2, 616)
SpeechPositive(1021, 993, Positive, Having a great time!, class2, 617)
SpeechNegative(1009, 1015, Negative, Not so fun... , class2, 624)
SpeechPositive(987, 1001, Positive, Having a great time!, class2, 630)
SpeechPositive(991, 993, Positive, Having a great time!, class2, 632)
SpeechGreet(991, 1005, Positive, Nice to meet you!, class2, 636)
SpeechPositive(991, 1005, Positive, Having a great time!, class2, 636)
SpeechPositive(1011, 1021, Positive, Having a great time!, class2, 639)
SpeechGreet(989, 1009, Positive, Nice to meet you!, class2, 641)
SpeechNegative(989, 1009, Negative, Not so fun... , class2, 641)
SpeechPositive(993, 1021, Positive, Having a great time!, class2, 642)
SpeechNegative(1015, 1005, Negative, Not so fun... , class2, 644)
SpeechPositive(1011, 1021, Positive, Having a great time!, class2, 646)
SpeechPositive(991, 1005, Positive, Having a great time!, class2, 648)
SpeechNegative(1011, 1005, Negative, Not so fun... , class2, 651)
SpeechGreet(1019, 995, Positive, Nice to meet you!, class2, 653)
SpeechPositive(1019, 995, Positive, Having a great time!, class2, 653)
SpeechGreet(1011, 993, Positive, Nice to meet you!, class2, 657)
SpeechPositive(1011, 993, Positive, Having a great time!, class2, 657)
SpeechGreet(995, 1005, Positive, Nice to meet you!, class2, 672)
SpeechPositive(995, 1005, Positive, Having a great time!, class2, 672)
SpeechPositive(1005, 1019, Positive, Having a great time!, class2, 683)
SpeechPositive(995, 1009, Positive, Having a great time!, class2, 685)
SpeechPositive(1019, 1005, Positive, Having a great time!, class2, 687)
SpeechPositive(993, 991, Positive, Having a great time!, class2, 693)
SpeechPositive(989, 1005, Positive, Having a great time!, class2, 694)
SpeechNegative(1021, 1005, Negative, Not so fun... , class2, 697)
SpeechPositive(993, 991, Positive, Having a great time!, class2, 703)
SpeechPositive(995, 1005, Positive, Having a great time!, class2, 703)
SpeechPositive(989, 1015, Positive, Having a great time!, class2, 704)
SpeechGreet(987, 1023, Positive, Nice to meet you!, class2, 705)
SpeechPositive(987, 1023, Positive, Having a great time!, class2, 705)
SpeechPositive(987, 1023, Positive, Having a great time!, class2, 715)
SpeechPositive(1011, 1021, Positive, Having a great time!, class2, 718)
SpeechPositive(1015, 1019, Positive, Having a great time!, class2, 718)
SpeechPositive(1005, 1019, Positive, Having a great time!, class2, 720)
SpeechProposal(1005, 1019, Proposal, Will you come to the prom with me!, class2, 720)
ThoughtConflict(1019, 1005, Conflict, Should I go to the Prom with 1005? I really want to go with 1013, class2, 720)
SpeechRejection(1019, 1005, Rejection, I'm Sorry 1005 I don't want to go to the Prom with you., class2, 720)
SpeechProposal(1019, 1005, Proposal, Will you come to the prom with me!, class2, 720)
ThoughtConflict(1005, 1019, Conflict, Should I go to the Prom with 1019? I really want to go with 1001, class2, 720)
SpeechAccept(1005, 1019, Accept, Yes 1019! I'd love to go to the Prom with you!, class2, 720)
SpeechGreet(993, 1005, Positive, Nice to meet you!, class2, 728)
SpeechNegative(993, 1005, Negative, Not so fun... , class2, 728)
SpeechNegative(1005, 989, Negative, Not so fun... , class2, 728)
SpeechPositive(1017, 1003, Positive, Having a great time!, class2, 732)
SpeechNegative(1019, 1009, Negative, Not so fun... , class2, 733)
SpeechPositive(995, 1005, Positive, Having a great time!, class2, 738)
SpeechPositive(1021, 1005, Positive, Having a great time!, class2, 745)
SpeechGreet(1015, 995, Positive, Nice to meet you!, class2, 752)
SpeechPositive(1015, 995, Positive, Having a great time!, class2, 752)
SpeechPositive(991, 1021, Positive, Having a great time!, class2, 754)
SpeechNegative(1019, 1015, Negative, Not so fun... , class2, 759)
SpeechPositive(1005, 1015, Positive, Having a great time!, class2, 764)
SpeechNegative(1021, 1005, Negative, Not so fun... , class2, 769)
SpeechNegative(1019, 995, Negative, Not so fun... , class2, 771)
SpeechPositive(997, 1007, Positive, Having a great time!, class2, 772)
SpeechPositive(1011, 1005, Positive, Having a great time!, class2, 774)
SpeechPositive(1021, 993, Positive, Having a great time!, class2, 774)
SpeechPositive(1015, 1009, Positive, Having a great time!, class2, 782)
SpeechPositive(995, 989, Positive, Having a great time!, class2, 784)
SpeechPositive(1001, 987, Positive, Having a great time!, class2, 786)
SpeechGreet(1011, 991, Positive, Nice to meet you!, class2, 788)
SpeechPositive(1011, 991, Positive, Having a great time!, class2, 788)
SpeechPositive(995, 989, Positive, Having a great time!, class3, 800)
SpeechPositive(1011, 1021, Positive, Having a great time!, class3, 800)
SpeechPositive(1005, 1019, Positive, Having a great time!, class3, 827)
SpeechNegative(1009, 1005, Negative, Not so fun... , class3, 837)
